"boxerID","wins","defeats","draws","wins_by_KO","defeats_by_KO"
"870822","19","6",1,"7 KOs","2 KOs"
"194880","8","2",1,"1 KOs","2 KOs"
"299200","45","38",11,"17 KOs","3 KOs"
"147343","20","8",3,"11 KOs","1 KOs"
"299646","10","8",5,"2 KOs","1 KOs"
"667850","18","3",0,"11 KOs","2 KOs"
"55294","19","12",3,"12 KOs","1 KOs"
"102892","9","2",0,"4 KOs","0 KOs"
"93108","7","2",0,"1 KOs","2 KOs"
"199327","12","8",5,"2 KOs","0 KOs"
"279196","7","2",1,"3 KOs","1 KOs"
"329805","9","7",2,"4 KOs","1 KOs"
"39469","23","12",1,"10 KOs","5 KOs"
"93623","11","7",2,"4 KOs","4 KOs"
"2759","25","32",4,"16 KOs","12 KOs"
"74684","20","1",0,"11 KOs","1 KOs"
"93073","16","6",1,"6 KOs","4 KOs"
"232211","9","8",4,"6 KOs","5 KOs"
"129714","28","24",4,"8 KOs","12 KOs"
"27972","14","3",0,"3 KOs","1 KOs"
"42624","44","22",1,"23 KOs","8 KOs"
"23969","11","6",1,"5 KOs","3 KOs"
"75813","11","17",3,"4 KOs","10 KOs"
"208275","34","9",5,"6 KOs","0 KOs"
"307652","13","4",1,"11 KOs","2 KOs"
"81168","27","23",6,"7 KOs","2 KOs"
"19774","22","14",1,"14 KOs","6 KOs"
"532748","9","7",3,"8 KOs","5 KOs"
"64710","22","36",6,"8 KOs","9 KOs"
"81398","18","9",2,"3 KOs","1 KOs"
"170913","12","9",2,"3 KOs","6 KOs"
"200575","10","17",6,"4 KOs","1 KOs"
"122878","0","0",0,"0 KOs","0 KOs"
"103771","20","20",7,"5 KOs","5 KOs"
"42608","13","41",4,"6 KOs","13 KOs"
"40962","20","26",1,"9 KOs","9 KOs"
"39799","14","11",0,"5 KOs","7 KOs"
"67638","21","13",3,"8 KOs","3 KOs"
"28005","14","9",1,"5 KOs","2 KOs"
"42154","9","4",0,"3 KOs","3 KOs"
"1433","7","17",1,"4 KOs","12 KOs"
"55300","24","13",5,"14 KOs","7 KOs"
"105870","10","11",0,"6 KOs","5 KOs"
"389475","18","19",10,"6 KOs","4 KOs"
"386416","16","3",0,"1 KOs","1 KOs"
"34370","34","20",3,"15 KOs","7 KOs"
"31933","14","13",3,"7 KOs","4 KOs"
"19503","19","6",2,"13 KOs","2 KOs"
"65083","10","10",2,"5 KOs","6 KOs"
"101060","9","7",1,"4 KOs","2 KOs"
"48660","29","7",0,"12 KOs","3 KOs"
"116507","18","18",7,"15 KOs","12 KOs"
"54885","6","13",9,"6 KOs","4 KOs"
"264","24","21",1,"15 KOs","13 KOs"
"59333","18","17",2,"9 KOs","4 KOs"
"46758","25","12",1,"11 KOs","9 KOs"
"778014","13","0",1,"7 KOs","0 KOs"
"75065","19","17",2,"6 KOs","4 KOs"
"246091","6","9",5,"6 KOs","3 KOs"
"31631","12","22",0,"1 KOs","9 KOs"
"206820","15","2",1,"9 KOs","0 KOs"
"299685","13","11",0,"10 KOs","10 KOs"
"25893","16","22",0,"15 KOs","17 KOs"
"118910","16","8",4,"2 KOs","3 KOs"
"239266","10","4",1,"3 KOs","2 KOs"
"516704","17","9",6,"1 KOs","0 KOs"
"31851","11","13",3,"4 KOs","2 KOs"
"220548","18","5",2,"12 KOs","2 KOs"
"30743","19","10",2,"4 KOs","6 KOs"
"61151","12","7",1,"7 KOs","6 KOs"
"252948","20","20",0,"5 KOs","13 KOs"
"172119","32","6",4,"13 KOs","3 KOs"
"119143","29","71",32,"2 KOs","7 KOs"
"521969","22","24",8,"6 KOs","8 KOs"
"111817","25","11",3,"12 KOs","5 KOs"
"48519","20","9",0,"9 KOs","5 KOs"
"180029","18","3",3,"4 KOs","1 KOs"
"182953","15","9",1,"7 KOs","3 KOs"
"142637","12","4",1,"4 KOs","4 KOs"
"135621","9","2",1,"3 KOs","0 KOs"
"66377","23","33",8,"15 KOs","1 KOs"
"138037","11","6",4,"3 KOs","4 KOs"
"68625","28","11",5,"20 KOs","3 KOs"
"528571","38","3",0,"31 KOs","1 KOs"
"74535","12","20",3,"5 KOs","2 KOs"
"26867","12","0",0,"7 KOs","0 KOs"
"15106","13","1",1,"5 KOs","0 KOs"
"63662","23","34",3,"3 KOs","3 KOs"
"450604","16","12",5,"4 KOs","3 KOs"
"7801","19","17",0,"14 KOs","4 KOs"
"103242","7","4",2,"3 KOs","2 KOs"
"186323","19","10",5,"6 KOs","4 KOs"
"486996","13","8",2,"5 KOs","0 KOs"
"258917","7","3",1,"2 KOs","2 KOs"
"73825","15","1",0,"4 KOs","0 KOs"
"32094","9","8",1,"2 KOs","4 KOs"
"509844","19","15",7,"7 KOs","12 KOs"
"32538","39","3",0,"31 KOs","2 KOs"
"40117","52","17",3,"42 KOs","6 KOs"
"556528","16","2",3,"11 KOs","2 KOs"
"6763","21","32",5,"12 KOs","5 KOs"
"206944","12","2",1,"6 KOs","1 KOs"
"235830","10","23",5,"1 KOs","4 KOs"
"147118","19","28",13,"6 KOs","5 KOs"
"276518","6","0",0,"1 KOs","0 KOs"
"125743","10","6",0,"9 KOs","4 KOs"
"93416","12","11",2,"3 KOs","2 KOs"
"214791","13","7",3,"2 KOs","2 KOs"
"8191","26","16",7,"11 KOs","7 KOs"
"104534","6","10",0,"5 KOs","7 KOs"
"39874","24","14",6,"20 KOs","10 KOs"
"69186","20","11",4,"2 KOs","4 KOs"
"11717","24","16",22,"17 KOs","10 KOs"
"30108","19","8",4,"5 KOs","3 KOs"
"137521","7","11",1,"4 KOs","4 KOs"
"178892","10","1",0,"2 KOs","0 KOs"
"93614","22","28",10,"3 KOs","9 KOs"
"84148","31","13",4,"16 KOs","6 KOs"
"8407","17","13",1,"8 KOs","3 KOs"
"298064","9","7",4,"0 KOs","3 KOs"
"82597","20","20",3,"8 KOs","4 KOs"
"199793","8","1",2,"5 KOs","0 KOs"
"22521","14","12",1,"5 KOs","4 KOs"
"330206","11","9",1,"3 KOs","2 KOs"
"54915","17","15",16,"1 KOs","7 KOs"
"170065","18","12",5,"7 KOs","2 KOs"
"59651","10","20",2,"3 KOs","5 KOs"
"600277","22","6",0,"19 KOs","1 KOs"
"73958","19","10",1,"14 KOs","3 KOs"
"95528","15","18",5,"3 KOs","5 KOs"
"16239","67","16",0,"49 KOs","7 KOs"
"5809","27","18",3,"21 KOs","13 KOs"
"97525","36","45",17,"7 KOs","15 KOs"
"88740","13","10",4,"7 KOs","0 KOs"
"44704","28","21",2,"10 KOs","10 KOs"
"43682","9","13",1,"4 KOs","3 KOs"
"640117","20","2",0,"12 KOs","0 KOs"
"463407","19","16",6,"2 KOs","4 KOs"
"117269","10","13",2,"3 KOs","0 KOs"
"734408","14","0",0,"13 KOs","0 KOs"
"176023","37","34",17,"14 KOs","5 KOs"
"62707","21","4",1,"3 KOs","1 KOs"
"5815","8","17",1,"2 KOs","5 KOs"
"255813","10","1",0,"9 KOs","0 KOs"
"363981","6","9",4,"3 KOs","4 KOs"
"200442","11","9",2,"9 KOs","6 KOs"
"1109","13","7",4,"9 KOs","3 KOs"
"15888","11","4",1,"4 KOs","2 KOs"
"273637","25","19",5,"11 KOs","1 KOs"
"712464","19","5",2,"3 KOs","0 KOs"
"71306","91","102",29,"18 KOs","21 KOs"
"67495","21","7",1,"10 KOs","2 KOs"
"85817","17","15",0,"7 KOs","12 KOs"
"48456","10","16",7,"7 KOs","4 KOs"
"24340","16","1",2,"9 KOs","1 KOs"
"387421","12","7",1,"5 KOs","0 KOs"
"450976","21","10",1,"14 KOs","6 KOs"
"119500","4","0",0,"4 KOs","0 KOs"
"72559","12","3",0,"10 KOs","1 KOs"
"18383","30","11",1,"15 KOs","2 KOs"
"5129","30","12",6,"8 KOs","7 KOs"
"333444","6","0",0,"4 KOs","0 KOs"
"102212","17","10",1,"6 KOs","2 KOs"
"225317","32","4",8,"13 KOs","1 KOs"
"568303","30","17",7,"13 KOs","8 KOs"
"6758","14","20",0,"4 KOs","10 KOs"
"106656","62","42",10,"17 KOs","16 KOs"
"172955","12","7",1,"10 KOs","1 KOs"
"153852","11","8",1,"3 KOs","1 KOs"
"593382","23","9",7,"9 KOs","3 KOs"
"50598","6","4",0,"3 KOs","3 KOs"
"40393","30","5",10,"20 KOs","2 KOs"
"7972","19","17",5,"4 KOs","8 KOs"
"349093","14","12",2,"4 KOs","5 KOs"
"259873","15","15",2,"7 KOs","9 KOs"
"1686","9","8",1,"5 KOs","4 KOs"
"253799","1","2",2,"1 KOs","2 KOs"
"374515","16","10",2,"7 KOs","3 KOs"
"82661","15","14",2,"5 KOs","5 KOs"
"598246","29","20",4,"7 KOs","0 KOs"
"143693","15","11",2,"3 KOs","2 KOs"
"344757","8","0",0,"0 KOs","0 KOs"
"92276","21","8",2,"4 KOs","5 KOs"
"65839","25","13",4,"5 KOs","2 KOs"
"140681","13","12",1,"8 KOs","2 KOs"
"169128","11","4",6,"5 KOs","0 KOs"
"94252","27","9",2,"9 KOs","1 KOs"
"250806","10","3",0,"5 KOs","1 KOs"
"43030","20","7",2,"6 KOs","2 KOs"
"8193","11","4",4,"7 KOs","2 KOs"
"677332","13","7",7,"2 KOs","1 KOs"
"118378","13","16",3,"6 KOs","7 KOs"
"94352","14","7",4,"10 KOs","3 KOs"
"680","85","19",1,"63 KOs","12 KOs"
"521139","22","4",0,"11 KOs","0 KOs"
"361113","49","63",16,"18 KOs","15 KOs"
"42549","8","0",0,"4 KOs","0 KOs"
"227772","5","9",1,"0 KOs","3 KOs"
"88956","6","11",0,"4 KOs","9 KOs"
"589973","10","1",1,"3 KOs","1 KOs"
"53341","24","11",10,"8 KOs","3 KOs"
"392233","11","8",2,"4 KOs","2 KOs"
"562344","13","10",6,"0 KOs","0 KOs"
"593288","7","5",0,"6 KOs","2 KOs"
"329806","19","14",1,"3 KOs","4 KOs"
"16019","10","24",3,"2 KOs","8 KOs"
"126243","14","9",1,"1 KOs","3 KOs"
"182189","44","17",1,"18 KOs","8 KOs"
"27844","15","16",10,"4 KOs","7 KOs"
"27657","11","8",1,"4 KOs","1 KOs"
"102928","12","4",2,"1 KOs","0 KOs"
"7398","23","5",0,"7 KOs","3 KOs"
"85734","8","8",6,"2 KOs","3 KOs"
"307010","13","8",2,"5 KOs","6 KOs"
"153633","13","15",6,"0 KOs","2 KOs"
"231888","16","4",0,"4 KOs","2 KOs"
"87153","11","11",2,"9 KOs","1 KOs"
"53702","5","10",0,"2 KOs","1 KOs"
"20107","15","9",0,"9 KOs","4 KOs"
"92251","43","25",9,"19 KOs","14 KOs"
"28654","2","11",1,"2 KOs","8 KOs"
"160428","14","4",0,"5 KOs","2 KOs"
"17294","24","17",7,"16 KOs","12 KOs"
"85309","12","8",1,"5 KOs","6 KOs"
"14258","13","5",1,"4 KOs","1 KOs"
"551722","15","7",3,"10 KOs","2 KOs"
"214700","20","7",14,"8 KOs","1 KOs"
"153063","7","3",2,"3 KOs","2 KOs"
"113975","18","16",14,"2 KOs","5 KOs"
"690235","17","6",0,"13 KOs","2 KOs"
"9738","28","5",0,"24 KOs","3 KOs"
"690962","30","14",9,"2 KOs","3 KOs"
"166332","8","13",5,"2 KOs","4 KOs"
"141071","21","11",3,"3 KOs","2 KOs"
"279102","21","3",2,"16 KOs","2 KOs"
"210868","9","5",3,"1 KOs","2 KOs"
"718290","8","2",0,"4 KOs","0 KOs"
"35859","12","13",0,"7 KOs","8 KOs"
"197686","23","11",9,"8 KOs","6 KOs"
"184238","18","8",1,"11 KOs","6 KOs"
"633219","17","4",0,"8 KOs","0 KOs"
"128695","11","17",6,"8 KOs","3 KOs"
"93697","26","17",3,"15 KOs","5 KOs"
"66596","40","38",13,"19 KOs","9 KOs"
"220185","8","5",4,"3 KOs","2 KOs"
"25523","10","8",1,"3 KOs","3 KOs"
"51631","18","35",5,"9 KOs","12 KOs"
"33550","11","7",3,"6 KOs","2 KOs"
"122417","12","8",1,"4 KOs","3 KOs"
"260637","30","56",8,"11 KOs","7 KOs"
"16167","13","30",2,"0 KOs","12 KOs"
"88396","23","11",5,"11 KOs","2 KOs"
"35300","12","9",0,"7 KOs","5 KOs"
"17861","15","18",5,"6 KOs","6 KOs"
"256715","26","13",1,"17 KOs","6 KOs"
"1381","12","2",1,"5 KOs","0 KOs"
"108898","10","4",8,"1 KOs","1 KOs"
"113786","29","16",1,"23 KOs","6 KOs"
"29892","13","14",1,"1 KOs","9 KOs"
"112275","20","3",0,"18 KOs","3 KOs"
"118537","10","17",5,"4 KOs","8 KOs"
"866671","16","1",1,"9 KOs","1 KOs"
"70448","29","8",3,"11 KOs","6 KOs"
"113744","15","6",2,"5 KOs","4 KOs"
"197687","17","17",4,"6 KOs","6 KOs"
"16090","9","10",2,"1 KOs","2 KOs"
"3067","14","11",1,"8 KOs","2 KOs"
"155763","16","16",5,"6 KOs","3 KOs"
"136289","11","15",1,"4 KOs","7 KOs"
"737490","21","2",0,"19 KOs","0 KOs"
"669338","9","8",2,"7 KOs","2 KOs"
"51382","9","5",2,"3 KOs","3 KOs"
"88747","18","5",2,"7 KOs","2 KOs"
"227425","25","52",9,"8 KOs","9 KOs"
"680448","14","3",0,"2 KOs","0 KOs"
"61360","5","4",1,"3 KOs","3 KOs"
"159609","61","22",37,"14 KOs","3 KOs"
"278436","9","2",2,"7 KOs","2 KOs"
"249001","12","16",5,"6 KOs","6 KOs"
"25352","21","10",2,"13 KOs","4 KOs"
"10281","6","25",1,"2 KOs","8 KOs"
"174736","13","4",2,"5 KOs","0 KOs"
"57444","6","3",4,"3 KOs","0 KOs"
"385553","7","6",1,"4 KOs","5 KOs"
"57224","21","11",3,"11 KOs","3 KOs"
"44355","27","18",5,"9 KOs","7 KOs"
"381465","8","1",0,"3 KOs","1 KOs"
"87941","20","30",2,"4 KOs","9 KOs"
"128332","15","5",0,"9 KOs","3 KOs"
"82517","1","0",0,"1 KOs","0 KOs"
"44888","20","13",1,"9 KOs","7 KOs"
"7817","12","3",0,"8 KOs","2 KOs"
"692698","18","4",0,"13 KOs","1 KOs"
"30292","15","2",0,"5 KOs","1 KOs"
"333227","16","14",0,"11 KOs","10 KOs"
"141168","19","7",0,"13 KOs","5 KOs"
"262392","5","3",0,"4 KOs","2 KOs"
"71698","16","7",0,"6 KOs","3 KOs"
"139020","18","14",3,"7 KOs","1 KOs"
"176895","11","14",5,"1 KOs","0 KOs"
"37519","10","10",2,"6 KOs","2 KOs"
"32271","35","22",1,"7 KOs","7 KOs"
"106899","15","6",1,"6 KOs","4 KOs"
"528992","16","11",0,"9 KOs","7 KOs"
"105062","19","7",2,"0 KOs","3 KOs"
"50323","15","21",7,"2 KOs","13 KOs"
"727138","17","7",5,"3 KOs","0 KOs"
"69322","12","15",0,"4 KOs","4 KOs"
"75235","12","20",2,"2 KOs","6 KOs"
"122788","19","25",5,"6 KOs","7 KOs"
"700197","13","2",0,"10 KOs","2 KOs"
"5136","17","19",1,"6 KOs","8 KOs"
"44214","25","9",0,"13 KOs","4 KOs"
"57356","12","4",4,"4 KOs","0 KOs"
"360024","15","8",0,"10 KOs","5 KOs"
"25522","18","42",9,"8 KOs","16 KOs"
"22332","7","5",0,"4 KOs","3 KOs"
"18121","22","7",0,"17 KOs","4 KOs"
"270319","15","10",0,"6 KOs","0 KOs"
"146999","9","1",0,"7 KOs","0 KOs"
"56113","10","11",1,"6 KOs","5 KOs"
"8401","21","15",0,"14 KOs","10 KOs"
"199815","8","2",1,"3 KOs","0 KOs"
"155678","13","0",0,"6 KOs","0 KOs"
"254206","12","10",1,"5 KOs","1 KOs"
"32875","27","26",0,"16 KOs","11 KOs"
"175901","39","15",4,"3 KOs","1 KOs"
"256000","15","10",4,"6 KOs","4 KOs"
"141136","12","6",2,"6 KOs","2 KOs"
"37443","17","10",2,"3 KOs","3 KOs"
"432176","15","2",0,"9 KOs","1 KOs"
"144725","20","10",9,"8 KOs","3 KOs"
"39582","26","0",0,"18 KOs","0 KOs"
"139936","24","21",9,"7 KOs","5 KOs"
"195245","12","12",3,"4 KOs","8 KOs"
"113420","10","4",0,"0 KOs","3 KOs"
"52263","9","12",1,"1 KOs","0 KOs"
"16447","9","20",2,"6 KOs","13 KOs"
"187254","19","15",5,"1 KOs","6 KOs"
"25358","15","8",1,"8 KOs","0 KOs"
"29356","16","14",1,"3 KOs","3 KOs"
"30469","11","14",2,"6 KOs","2 KOs"
"31555","14","10",2,"3 KOs","4 KOs"
"26312","25","5",4,"20 KOs","1 KOs"
"236656","27","2",0,"21 KOs","2 KOs"
"120910","13","5",0,"8 KOs","4 KOs"
"149070","13","8",2,"6 KOs","6 KOs"
"184787","11","1",0,"5 KOs","0 KOs"
"511474","14","1",1,"4 KOs","0 KOs"
"251464","11","13",2,"3 KOs","0 KOs"
"176368","9","9",0,"6 KOs","4 KOs"
"101965","15","30",3,"5 KOs","10 KOs"
"709647","10","10",5,"1 KOs","1 KOs"
"225748","26","42",6,"7 KOs","20 KOs"
"24377","14","14",2,"8 KOs","8 KOs"
"141409","18","4",1,"10 KOs","2 KOs"
"50792","23","7",0,"20 KOs","2 KOs"
"62625","56","71",17,"9 KOs","15 KOs"
"513081","11","8",2,"3 KOs","1 KOs"
"166782","21","23",28,"1 KOs","5 KOs"
"60594","12","10",15,"0 KOs","3 KOs"
"122947","23","5",3,"7 KOs","3 KOs"
"17113","13","6",1,"5 KOs","5 KOs"
"615181","51","16",2,"35 KOs","6 KOs"
"37243","9","8",8,"0 KOs","1 KOs"
"65448","13","3",2,"10 KOs","0 KOs"
"286285","16","19",2,"7 KOs","5 KOs"
"30435","7","1",0,"2 KOs","1 KOs"
"364391","26","13",5,"5 KOs","3 KOs"
"770199","16","2",2,"9 KOs","0 KOs"
"7744","20","16",0,"8 KOs","8 KOs"
"108453","13","6",6,"4 KOs","2 KOs"
"205950","22","6",4,"7 KOs","2 KOs"
"217455","9","0",3,"4 KOs","0 KOs"
"91883","16","8",1,"5 KOs","5 KOs"
"619973","5","6",1,"1 KOs","3 KOs"
"309577","15","3",0,"6 KOs","2 KOs"
"31471","13","2",0,"9 KOs","1 KOs"
"165355","13","3",0,"9 KOs","1 KOs"
"46072","7","8",7,"2 KOs","0 KOs"
"50014","18","29",12,"3 KOs","7 KOs"
"65309","13","6",1,"5 KOs","3 KOs"
"55848","14","14",6,"12 KOs","1 KOs"
"87837","17","3",12,"6 KOs","1 KOs"
"273565","10","12",1,"7 KOs","3 KOs"
"141900","43","44",15,"14 KOs","3 KOs"
"341932","14","10",3,"4 KOs","2 KOs"
"206381","10","3",0,"1 KOs","3 KOs"
"336756","8","6",2,"1 KOs","3 KOs"
"318889","12","12",3,"3 KOs","1 KOs"
"107280","8","7",1,"3 KOs","6 KOs"
"125088","22","14",5,"7 KOs","4 KOs"
"197005","12","7",7,"3 KOs","1 KOs"
"532152","2","2",1,"2 KOs","2 KOs"
"681758","18","3",1,"8 KOs","1 KOs"
"52782","24","23",1,"7 KOs","8 KOs"
"45486","27","24",2,"19 KOs","15 KOs"
"5752","19","7",2,"15 KOs","2 KOs"
"15114","16","4",1,"4 KOs","0 KOs"
"631873","13","7",2,"3 KOs","2 KOs"
"18275","14","11",2,"5 KOs","8 KOs"
"104622","6","2",0,"3 KOs","1 KOs"
"29047","25","12",0,"12 KOs","8 KOs"
"42455","23","8",0,"14 KOs","3 KOs"
"115148","16","5",0,"6 KOs","2 KOs"
"206032","17","10",4,"2 KOs","3 KOs"
"20446","11","2",1,"4 KOs","1 KOs"
"55862","26","5",2,"11 KOs","3 KOs"
"104625","21","32",2,"8 KOs","9 KOs"
"11229","2","2",0,"2 KOs","2 KOs"
"111129","17","17",10,"4 KOs","5 KOs"
"63213","31","24",6,"21 KOs","16 KOs"
"102137","15","9",6,"0 KOs","2 KOs"
"366235","14","10",1,"6 KOs","4 KOs"
"116250","31","10",23,"5 KOs","2 KOs"
"53363","23","21",4,"12 KOs","2 KOs"
"2797","18","11",2,"10 KOs","4 KOs"
"203007","8","2",1,"2 KOs","0 KOs"
"145932","22","20",8,"6 KOs","6 KOs"
"215084","10","10",1,"1 KOs","2 KOs"
"313549","13","4",2,"2 KOs","1 KOs"
"385721","25","26",6,"9 KOs","7 KOs"
"38138","50","33",9,"36 KOs","18 KOs"
"29838","10","19",4,"4 KOs","2 KOs"
"105927","6","7",0,"4 KOs","3 KOs"
"234997","9","17",5,"3 KOs","5 KOs"
"113378","7","6",0,"4 KOs","3 KOs"
"147171","25","5",6,"9 KOs","2 KOs"
"29379","23","24",3,"2 KOs","5 KOs"
"63014","23","8",2,"18 KOs","2 KOs"
"160337","24","10",20,"4 KOs","4 KOs"
"285396","7","7",2,"2 KOs","2 KOs"
"22784","12","0",2,"10 KOs","0 KOs"
"52439","31","47",17,"19 KOs","4 KOs"
"86135","12","5",0,"6 KOs","2 KOs"
"126498","14","12",3,"7 KOs","2 KOs"
"15591","11","8",0,"5 KOs","2 KOs"
"7287","19","5",0,"9 KOs","1 KOs"
"7599","18","4",3,"7 KOs","0 KOs"
"246514","4","1",0,"3 KOs","1 KOs"
"32999","9","18",3,"0 KOs","9 KOs"
"462661","5","5",1,"0 KOs","3 KOs"
"19677","11","15",2,"9 KOs","7 KOs"
"96773","15","9",3,"12 KOs","5 KOs"
"77145","16","5",1,"8 KOs","0 KOs"
"26256","23","29",6,"9 KOs","4 KOs"
"144675","9","0",2,"3 KOs","0 KOs"
"92401","10","4",1,"6 KOs","4 KOs"
"111316","20","15",12,"7 KOs","4 KOs"
"25567","18","8",2,"7 KOs","6 KOs"
"132672","13","2",1,"6 KOs","2 KOs"
"453251","23","9",1,"13 KOs","1 KOs"
"143961","17","16",3,"3 KOs","3 KOs"
"17995","24","14",5,"10 KOs","1 KOs"
"72630","28","17",5,"12 KOs","0 KOs"
"591770","10","1",0,"2 KOs","0 KOs"
"97277","10","10",0,"2 KOs","4 KOs"
"587588","15","7",1,"7 KOs","5 KOs"
"504087","8","0",0,"3 KOs","0 KOs"
"112843","20","11",10,"3 KOs","2 KOs"
"87861","7","3",0,"2 KOs","0 KOs"
"65862","23","48",14,"2 KOs","10 KOs"
"13530","15","19",1,"7 KOs","7 KOs"
"44492","13","3",0,"9 KOs","2 KOs"
"318325","11","14",4,"1 KOs","1 KOs"
"709577","14","14",16,"2 KOs","0 KOs"
"58511","31","13",6,"26 KOs","7 KOs"
"524901","8","11",4,"3 KOs","2 KOs"
"39618","26","8",6,"20 KOs","4 KOs"
"85126","30","15",5,"12 KOs","9 KOs"
"285128","7","4",0,"0 KOs","2 KOs"
"37360","11","3",0,"4 KOs","2 KOs"
"398032","28","19",0,"16 KOs","12 KOs"
"131025","28","12",7,"2 KOs","6 KOs"
"76432","9","9",4,"0 KOs","2 KOs"
"25121","5","2",1,"1 KOs","2 KOs"
"385876","17","16",6,"10 KOs","4 KOs"
"181948","7","13",5,"5 KOs","2 KOs"
"21494","19","7",5,"7 KOs","6 KOs"
"225872","17","5",0,"11 KOs","3 KOs"
"50979","2","5",0,"2 KOs","4 KOs"
"141883","8","7",2,"3 KOs","4 KOs"
"165360","15","3",0,"10 KOs","1 KOs"
"6306","22","21",1,"16 KOs","12 KOs"
"147687","38","29",6,"14 KOs","3 KOs"
"113494","15","9",1,"9 KOs","3 KOs"
"115565","12","4",1,"8 KOs","3 KOs"
"143811","8","1",1,"3 KOs","0 KOs"
"106619","28","26",4,"20 KOs","19 KOs"
"335829","17","9",0,"15 KOs","4 KOs"
"620637","20","3",3,"9 KOs","2 KOs"
"120631","18","0",0,"6 KOs","0 KOs"
"437196","14","0",0,"13 KOs","0 KOs"
"764176","18","1",0,"12 KOs","1 KOs"
"172967","19","4",0,"5 KOs","3 KOs"
"49286","20","16",2,"5 KOs","0 KOs"
"155695","9","2",1,"1 KOs","0 KOs"
"302813","17","6",0,"7 KOs","2 KOs"
"11998","24","27",8,"8 KOs","3 KOs"
"54817","11","30",4,"7 KOs","8 KOs"
"362980","18","11",16,"7 KOs","4 KOs"
"84967","19","25",0,"8 KOs","2 KOs"
"473619","15","8",1,"10 KOs","8 KOs"
"555336","33","41",6,"2 KOs","3 KOs"
"160433","27","13",3,"12 KOs","7 KOs"
"92255","14","8",0,"10 KOs","7 KOs"
"31184","28","22",9,"4 KOs","10 KOs"
"270803","33","10",6,"19 KOs","5 KOs"
"68368","20","22",1,"15 KOs","13 KOs"
"86325","15","23",0,"7 KOs","6 KOs"
"6503","17","27",2,"6 KOs","8 KOs"
"53250","7","5",1,"3 KOs","4 KOs"
"54656","8","5",0,"4 KOs","2 KOs"
"95745","12","8",0,"1 KOs","2 KOs"
"284828","17","15",1,"3 KOs","0 KOs"
"54207","11","9",1,"7 KOs","6 KOs"
"247220","11","8",0,"5 KOs","5 KOs"
"575071","17","3",0,"5 KOs","2 KOs"
"100404","17","3",0,"13 KOs","2 KOs"
"56299","2","1",0,"2 KOs","0 KOs"
"197793","0","2",0,"0 KOs","1 KOs"
"148793","30","21",13,"10 KOs","6 KOs"
"83940","10","4",1,"3 KOs","2 KOs"
"172709","13","6",3,"2 KOs","3 KOs"
"21209","28","19",1,"18 KOs","14 KOs"
"36525","14","6",2,"13 KOs","3 KOs"
"3048","13","0",1,"6 KOs","0 KOs"
"20606","16","15",0,"10 KOs","2 KOs"
"648762","14","6",4,"2 KOs","2 KOs"
"307236","20","20",5,"8 KOs","7 KOs"
"192940","20","16",3,"10 KOs","6 KOs"
"48589","13","5",1,"11 KOs","2 KOs"
"108285","27","14",18,"1 KOs","3 KOs"
"63089","18","5",1,"9 KOs","4 KOs"
"130686","24","10",10,"7 KOs","2 KOs"
"111736","10","2",2,"4 KOs","2 KOs"
"454383","15","3",7,"4 KOs","0 KOs"
"383832","9","4",5,"5 KOs","1 KOs"
"8067","14","5",0,"8 KOs","4 KOs"
"371368","12","7",1,"7 KOs","5 KOs"
"546233","16","2",0,"13 KOs","0 KOs"
"161531","9","4",2,"8 KOs","2 KOs"
"78056","15","8",2,"4 KOs","4 KOs"
"554789","13","4",1,"11 KOs","3 KOs"
"92383","11","2",1,"5 KOs","1 KOs"
"205961","8","10",5,"2 KOs","3 KOs"
"25524","5","2",1,"3 KOs","1 KOs"
"218229","22","8",5,"5 KOs","1 KOs"
"31960","13","9",2,"4 KOs","2 KOs"
"124443","10","7",1,"7 KOs","3 KOs"
"20127","13","10",2,"5 KOs","2 KOs"
"121473","8","4",0,"2 KOs","3 KOs"
"88017","16","8",0,"12 KOs","4 KOs"
"356462","23","3",0,"16 KOs","2 KOs"
"213028","9","9",4,"6 KOs","4 KOs"
"120580","15","18",2,"13 KOs","5 KOs"
"55403","34","14",7,"6 KOs","11 KOs"
"279477","10","5",0,"4 KOs","0 KOs"
"690191","77","25",15,"35 KOs","9 KOs"
"38949","15","17",5,"3 KOs","7 KOs"
"157852","17","17",2,"14 KOs","7 KOs"
"18447","43","41",2,"16 KOs","13 KOs"
"38116","15","1",0,"12 KOs","1 KOs"
"5106","23","9",1,"17 KOs","0 KOs"
"605597","10","3",2,"5 KOs","1 KOs"
"33870","12","6",2,"5 KOs","3 KOs"
"8920","25","13",3,"18 KOs","3 KOs"
"237454","27","8",1,"5 KOs","4 KOs"
"10406","14","7",1,"5 KOs","1 KOs"
"212311","18","9",3,"6 KOs","3 KOs"
"46078","7","11",0,"5 KOs","7 KOs"
"102370","20","16",4,"12 KOs","7 KOs"
"355629","16","10",3,"14 KOs","5 KOs"
"195256","35","24",6,"12 KOs","7 KOs"
"247251","8","0",0,"2 KOs","0 KOs"
"101992","12","10",2,"6 KOs","4 KOs"
"81775","7","6",5,"4 KOs","4 KOs"
"161474","14","3",2,"8 KOs","1 KOs"
"87898","13","16",3,"4 KOs","3 KOs"
"60731","18","11",2,"9 KOs","3 KOs"
"80945","36","32",16,"20 KOs","3 KOs"
"58894","8","14",3,"4 KOs","3 KOs"
