"boxerID","wins","defeats","draws","wins_by_KO","defeats_by_KO"
"94238","25","9",0,"12 KOs","3 KOs"
"61267","33","13",8,"17 KOs","3 KOs"
"71001","60","32",20,"19 KOs","3 KOs"
"70505","8","3",6,"1 KOs","0 KOs"
"788492","10","1",1,"6 KOs","1 KOs"
"387771","38","7",0,"19 KOs","5 KOs"
"17665","24","8",3,"13 KOs","1 KOs"
"15965","14","14",1,"9 KOs","4 KOs"
"72021","21","12",5,"7 KOs","2 KOs"
"15291","26","3",3,"15 KOs","1 KOs"
"19105","59","7",1,"33 KOs","4 KOs"
"598195","19","9",2,"7 KOs","2 KOs"
"11676","18","11",3,"11 KOs","10 KOs"
"265111","16","2",0,"13 KOs","0 KOs"
"13109","22","13",6,"2 KOs","4 KOs"
"965","11","14",1,"7 KOs","9 KOs"
"130856","25","21",3,"18 KOs","12 KOs"
"33096","8","7",0,"4 KOs","6 KOs"
"20731","15","4",0,"9 KOs","2 KOs"
"96571","16","3",3,"6 KOs","1 KOs"
"6902","32","7",0,"23 KOs","2 KOs"
"76837","24","9",1,"10 KOs","2 KOs"
"9886","45","82",12,"13 KOs","20 KOs"
"94118","30","17",2,"7 KOs","4 KOs"
"51358","4","8",2,"4 KOs","4 KOs"
"4456","53","24",0,"41 KOs","10 KOs"
"6122","46","16",3,"38 KOs","4 KOs"
"1560","9","19",2,"3 KOs","18 KOs"
"508142","11","4",0,"10 KOs","3 KOs"
"157674","27","29",1,"8 KOs","14 KOs"
"29980","13","6",5,"4 KOs","4 KOs"
"54453","59","59",29,"23 KOs","17 KOs"
"115448","56","26",7,"14 KOs","9 KOs"
"11874","17","19",3,"7 KOs","2 KOs"
"10323","26","18",6,"5 KOs","3 KOs"
"261745","14","1",1,"10 KOs","1 KOs"
"67249","41","38",19,"6 KOs","4 KOs"
"48714","74","43",7,"55 KOs","4 KOs"
"84454","28","5",8,"6 KOs","1 KOs"
"130848","13","6",2,"4 KOs","3 KOs"
"8504","17","5",1,"5 KOs","3 KOs"
"71680","15","8",3,"5 KOs","2 KOs"
"129672","25","15",7,"7 KOs","5 KOs"
"153322","20","6",1,"10 KOs","2 KOs"
"34660","30","27",4,"17 KOs","11 KOs"
"930","11","6",0,"9 KOs","2 KOs"
"129974","20","10",3,"7 KOs","1 KOs"
"47323","43","13",5,"4 KOs","0 KOs"
"136216","9","4",1,"1 KOs","1 KOs"
"790678","14","1",0,"8 KOs","1 KOs"
"28823","13","5",0,"8 KOs","5 KOs"
"30465","23","12",4,"6 KOs","12 KOs"
"4130","28","0",0,"10 KOs","0 KOs"
"28906","35","13",0,"12 KOs","1 KOs"
"44649","25","31",8,"4 KOs","8 KOs"
"10146","45","51",5,"13 KOs","32 KOs"
"131937","5","4",0,"2 KOs","2 KOs"
"50988","9","5",1,"7 KOs","3 KOs"
"15451","34","5",0,"13 KOs","2 KOs"
"33001","83","38",12,"37 KOs","11 KOs"
"24552","33","25",8,"9 KOs","6 KOs"
"61378","18","15",7,"7 KOs","0 KOs"
"154585","62","22",21,"42 KOs","7 KOs"
"169660","91","18",3,"20 KOs","5 KOs"
"422877","33","15",0,"23 KOs","2 KOs"
"831911","37","15",5,"10 KOs","3 KOs"
"81166","28","2",0,"15 KOs","2 KOs"
"143675","9","4",0,"1 KOs","1 KOs"
"52407","30","40",11,"15 KOs","8 KOs"
"7110","22","4",0,"17 KOs","2 KOs"
"284488","16","14",1,"9 KOs","5 KOs"
"34092","21","8",2,"5 KOs","4 KOs"
"108103","34","17",1,"19 KOs","2 KOs"
"37536","26","9",5,"6 KOs","3 KOs"
"27122","39","32",1,"12 KOs","6 KOs"
"86535","13","8",2,"8 KOs","3 KOs"
"60802","23","11",7,"0 KOs","1 KOs"
"83933","21","7",1,"13 KOs","1 KOs"
"48505","10","15",2,"5 KOs","8 KOs"
"56890","21","11",14,"11 KOs","9 KOs"
"44028","22","16",4,"8 KOs","4 KOs"
"32451","17","13",1,"1 KOs","1 KOs"
"26526","27","14",3,"12 KOs","3 KOs"
"55244","75","31",38,"14 KOs","4 KOs"
"1650","33","4",1,"24 KOs","1 KOs"
"42671","44","30",16,"15 KOs","13 KOs"
"102352","38","15",5,"6 KOs","6 KOs"
"34994","37","47",11,"22 KOs","6 KOs"
"16268","31","45",17,"3 KOs","5 KOs"
"47991","20","21",23,"7 KOs","2 KOs"
"612589","28","0",0,"15 KOs","0 KOs"
"38688","31","6",1,"22 KOs","2 KOs"
"10369","23","12",4,"11 KOs","7 KOs"
"20280","31","6",2,"18 KOs","1 KOs"
"33592","18","13",4,"8 KOs","3 KOs"
"174734","29","22",5,"10 KOs","12 KOs"
"50340","61","29",23,"18 KOs","7 KOs"
"35164","26","13",2,"16 KOs","5 KOs"
"18308","15","11",2,"10 KOs","6 KOs"
"10313","67","63",22,"22 KOs","23 KOs"
"113059","18","11",2,"9 KOs","6 KOs"
"17110","21","1",1,"16 KOs","1 KOs"
"7837","28","15",2,"11 KOs","7 KOs"
"227919","13","1",1,"4 KOs","0 KOs"
"130520","13","3",4,"0 KOs","0 KOs"
"70511","37","18",4,"19 KOs","5 KOs"
"184342","31","18",3,"15 KOs","10 KOs"
"212151","19","13",6,"5 KOs","1 KOs"
"7430","34","17",2,"23 KOs","10 KOs"
"16397","26","11",4,"12 KOs","6 KOs"
"207023","16","18",4,"4 KOs","3 KOs"
"230958","23","20",10,"8 KOs","1 KOs"
"12823","45","65",18,"2 KOs","12 KOs"
"779179","12","1",0,"7 KOs","0 KOs"
"205993","18","8",3,"8 KOs","4 KOs"
"51014","20","9",0,"2 KOs","2 KOs"
"78866","61","35",15,"24 KOs","13 KOs"
"70191","31","27",6,"13 KOs","6 KOs"
"503462","8","4",0,"5 KOs","3 KOs"
"855823","20","7",2,"5 KOs","2 KOs"
"117574","25","13",2,"2 KOs","5 KOs"
"2697","26","13",1,"19 KOs","6 KOs"
"35523","12","2",0,"1 KOs","1 KOs"
"109108","10","2",2,"5 KOs","0 KOs"
"15269","13","1",2,"8 KOs","0 KOs"
"153631","15","19",4,"3 KOs","3 KOs"
"7510","18","10",2,"11 KOs","6 KOs"
"142962","111","48",12,"39 KOs","8 KOs"
"52606","26","24",8,"4 KOs","6 KOs"
"58014","30","9",5,"6 KOs","2 KOs"
"177200","43","40",13,"9 KOs","8 KOs"
"31702","86","35",8,"39 KOs","18 KOs"
"52581","9","1",0,"6 KOs","0 KOs"
"386000","22","5",1,"16 KOs","1 KOs"
"44500","30","15",0,"26 KOs","8 KOs"
"31668","16","9",4,"2 KOs","5 KOs"
"212228","23","6",3,"8 KOs","0 KOs"
"52706","45","35",9,"11 KOs","8 KOs"
"50313","45","67",21,"10 KOs","7 KOs"
"340042","30","10",1,"28 KOs","9 KOs"
"708440","19","0",0,"12 KOs","0 KOs"
"12777","31","29",6,"11 KOs","3 KOs"
"34739","33","11",1,"8 KOs","3 KOs"
"350173","13","7",1,"5 KOs","2 KOs"
"143695","25","19",1,"5 KOs","6 KOs"
"26386","61","42",8,"11 KOs","12 KOs"
"679206","21","2",0,"6 KOs","0 KOs"
"58177","24","10",4,"8 KOs","2 KOs"
"88276","19","22",3,"7 KOs","1 KOs"
"113172","23","10",2,"14 KOs","1 KOs"
"330825","39","28",5,"15 KOs","2 KOs"
"60638","31","7",2,"18 KOs","1 KOs"
"51096","35","2",1,"18 KOs","1 KOs"
"37900","25","4",1,"15 KOs","2 KOs"
"6142","31","26",0,"26 KOs","12 KOs"
"22810","25","3",0,"17 KOs","3 KOs"
"9547","34","11",7,"16 KOs","4 KOs"
"327738","16","8",2,"6 KOs","0 KOs"
"694239","19","1",0,"3 KOs","0 KOs"
"6117","182","20",2,"121 KOs","9 KOs"
"49878","22","7",4,"3 KOs","1 KOs"
"84636","43","24",6,"19 KOs","4 KOs"
"25293","31","14",1,"27 KOs","8 KOs"
"48530","20","5",1,"16 KOs","3 KOs"
"20283","24","6",0,"12 KOs","3 KOs"
"46932","21","22",3,"8 KOs","8 KOs"
"367325","16","13",7,"5 KOs","5 KOs"
"12800","35","24",5,"10 KOs","4 KOs"
"317415","30","27",1,"19 KOs","8 KOs"
"86087","33","20",7,"12 KOs","5 KOs"
"35459","34","21",7,"22 KOs","8 KOs"
"10082","38","19",13,"4 KOs","2 KOs"
"5975","16","2",1,"9 KOs","1 KOs"
"8488","26","4",1,"13 KOs","3 KOs"
"41355","32","11",1,"10 KOs","4 KOs"
"578007","29","2",0,"14 KOs","2 KOs"
"26612","42","15",4,"15 KOs","4 KOs"
"90673","28","6",3,"7 KOs","3 KOs"
"13130","79","56",15,"35 KOs","11 KOs"
"23104","25","16",3,"15 KOs","5 KOs"
"13251","22","15",10,"4 KOs","8 KOs"
"52108","65","28",8,"9 KOs","11 KOs"
"31913","27","12",3,"7 KOs","9 KOs"
"31636","42","35",8,"17 KOs","16 KOs"
"187835","26","9",12,"5 KOs","0 KOs"
"60283","11","7",0,"7 KOs","5 KOs"
"54489","18","11",8,"7 KOs","3 KOs"
"225140","14","19",3,"4 KOs","6 KOs"
"57250","55","12",9,"12 KOs","0 KOs"
"66790","16","12",5,"3 KOs","5 KOs"
"246272","40","16",2,"8 KOs","1 KOs"
"197708","23","22",4,"9 KOs","7 KOs"
"6300","17","1",1,"6 KOs","1 KOs"
"258317","24","11",3,"6 KOs","4 KOs"
"332988","18","3",0,"5 KOs","2 KOs"
"33491","17","9",1,"8 KOs","2 KOs"
"55758","13","3",1,"10 KOs","2 KOs"
"86394","12","10",0,"9 KOs","7 KOs"
"8298","41","11",15,"8 KOs","2 KOs"
"40973","32","16",8,"9 KOs","7 KOs"
"125064","4","1",4,"2 KOs","0 KOs"
"25565","22","2",1,"19 KOs","1 KOs"
"12486","23","15",1,"22 KOs","9 KOs"
"29366","16","11",1,"12 KOs","6 KOs"
"60001","16","12",3,"11 KOs","7 KOs"
"38598","26","7",1,"19 KOs","6 KOs"
"85630","64","33",21,"30 KOs","12 KOs"
"154086","17","7",2,"7 KOs","2 KOs"
"7740","22","3",0,"8 KOs","2 KOs"
"44358","49","13",1,"31 KOs","5 KOs"
"80887","23","16",19,"9 KOs","4 KOs"
"284264","20","1",5,"3 KOs","0 KOs"
"25153","20","23",1,"12 KOs","3 KOs"
"233232","35","10",7,"5 KOs","1 KOs"
"161550","15","5",0,"6 KOs","4 KOs"
"3304","23","7",0,"15 KOs","3 KOs"
"30298","37","24",2,"23 KOs","10 KOs"
"15299","25","8",3,"17 KOs","6 KOs"
"45277","54","31",5,"17 KOs","11 KOs"
"60049","18","6",3,"15 KOs","4 KOs"
"355008","28","6",1,"22 KOs","0 KOs"
"10251","13","20",6,"2 KOs","7 KOs"
"46347","26","9",1,"16 KOs","3 KOs"
"679764","28","3",1,"24 KOs","3 KOs"
"16499","19","11",3,"13 KOs","7 KOs"
"180147","29","9",7,"15 KOs","8 KOs"
"365841","11","4",4,"3 KOs","3 KOs"
"52459","18","7",1,"4 KOs","0 KOs"
"37218","14","14",0,"5 KOs","8 KOs"
"374654","30","5",0,"9 KOs","3 KOs"
"1155","26","16",1,"20 KOs","10 KOs"
"179373","27","21",4,"12 KOs","11 KOs"
"51642","19","5",1,"5 KOs","1 KOs"
"95181","24","20",3,"3 KOs","1 KOs"
"11640","27","9",0,"23 KOs","3 KOs"
"29970","26","21",4,"5 KOs","4 KOs"
"34098","26","25",1,"11 KOs","11 KOs"
"159170","31","23",10,"17 KOs","7 KOs"
"179390","12","3",3,"3 KOs","0 KOs"
"639617","25","2",0,"13 KOs","1 KOs"
"86985","30","12",2,"8 KOs","2 KOs"
"28388","23","4",0,"17 KOs","3 KOs"
"74468","17","10",4,"0 KOs","1 KOs"
"55297","33","35",6,"10 KOs","11 KOs"
"36442","13","8",0,"4 KOs","3 KOs"
"61495","71","34",5,"40 KOs","21 KOs"
"40339","20","15",6,"6 KOs","3 KOs"
"148055","67","49",15,"9 KOs","6 KOs"
"776696","12","5",1,"9 KOs","1 KOs"
"33587","9","5",2,"4 KOs","2 KOs"
"14667","26","8",0,"17 KOs","3 KOs"
"74228","14","6",1,"9 KOs","0 KOs"
"508350","16","3",0,"7 KOs","2 KOs"
"115454","26","14",5,"10 KOs","2 KOs"
"32486","28","4",0,"8 KOs","2 KOs"
"51574","16","6",5,"4 KOs","1 KOs"
"370016","25","2",0,"8 KOs","2 KOs"
"31909","29","16",7,"12 KOs","5 KOs"
"40652","25","20",2,"4 KOs","2 KOs"
"14189","20","12",4,"11 KOs","6 KOs"
"40786","38","33",3,"34 KOs","13 KOs"
"24332","19","12",1,"5 KOs","7 KOs"
"96907","29","11",8,"1 KOs","3 KOs"
"47061","42","15",2,"3 KOs","3 KOs"
"142780","27","27",9,"11 KOs","11 KOs"
"40135","34","7",0,"21 KOs","2 KOs"
"486916","22","4",0,"9 KOs","0 KOs"
"102344","37","34",5,"19 KOs","10 KOs"
"70365","15","4",2,"5 KOs","1 KOs"
"26159","16","13",10,"10 KOs","4 KOs"
"43316","36","14",4,"19 KOs","8 KOs"
"18223","18","13",3,"5 KOs","6 KOs"
"56891","48","17",21,"30 KOs","6 KOs"
"92030","28","13",0,"16 KOs","8 KOs"
"31461","21","40",8,"5 KOs","21 KOs"
"63621","32","16",3,"9 KOs","0 KOs"
"66687","20","10",0,"10 KOs","3 KOs"
"54483","24","27",5,"4 KOs","10 KOs"
"6544","19","3",0,"11 KOs","1 KOs"
"34820","17","10",2,"11 KOs","4 KOs"
"47052","48","41",6,"11 KOs","5 KOs"
"60847","26","28",1,"15 KOs","6 KOs"
"290002","61","12",5,"14 KOs","3 KOs"
"171280","24","14",3,"6 KOs","6 KOs"
"11900","25","9",2,"17 KOs","6 KOs"
"200678","29","21",4,"4 KOs","8 KOs"
"37171","7","2",0,"5 KOs","1 KOs"
"31547","29","17",7,"11 KOs","2 KOs"
"184992","10","1",1,"3 KOs","0 KOs"
"94256","22","11",3,"6 KOs","3 KOs"
"316280","32","9",0,"20 KOs","5 KOs"
"16682","23","4",1,"12 KOs","3 KOs"
"51175","29","34",10,"5 KOs","5 KOs"
"182945","38","7",0,"22 KOs","3 KOs"
"25463","20","7",1,"8 KOs","2 KOs"
"7603","17","2",3,"9 KOs","1 KOs"
"781366","14","0",0,"12 KOs","0 KOs"
"27869","19","11",2,"6 KOs","2 KOs"
"34991","36","21",13,"13 KOs","1 KOs"
"3911","23","2",0,"14 KOs","2 KOs"
"685622","16","1",1,"5 KOs","0 KOs"
"44328","19","15",0,"6 KOs","3 KOs"
"22665","39","3",1,"26 KOs","1 KOs"
"192596","17","14",3,"5 KOs","6 KOs"
"19588","16","23",1,"8 KOs","5 KOs"
"4917","30","23",0,"21 KOs","10 KOs"
"44561","25","15",3,"4 KOs","8 KOs"
"101499","26","8",2,"21 KOs","1 KOs"
"33427","20","7",1,"13 KOs","3 KOs"
"93119","13","12",0,"8 KOs","8 KOs"
"17033","25","10",3,"13 KOs","3 KOs"
"103256","61","12",0,"41 KOs","5 KOs"
"43472","23","4",0,"14 KOs","3 KOs"
"57232","39","22",0,"31 KOs","13 KOs"
"6495","27","8",1,"14 KOs","1 KOs"
"9242","13","3",0,"6 KOs","1 KOs"
"26751","29","24",6,"20 KOs","3 KOs"
"22337","9","16",1,"3 KOs","8 KOs"
"560","16","5",3,"9 KOs","2 KOs"
"49649","27","14",1,"20 KOs","9 KOs"
"194025","21","10",0,"11 KOs","6 KOs"
"6459","29","19",1,"20 KOs","8 KOs"
"111342","29","11",6,"7 KOs","3 KOs"
"36602","33","18",6,"19 KOs","2 KOs"
"111431","68","50",17,"30 KOs","10 KOs"
"24693","14","16",3,"4 KOs","8 KOs"
"750459","14","0",0,"11 KOs","0 KOs"
"69087","24","9",0,"6 KOs","3 KOs"
"13495","26","18",7,"5 KOs","8 KOs"
"23032","18","4",0,"11 KOs","3 KOs"
"24501","47","56",10,"18 KOs","2 KOs"
"22486","34","3",0,"22 KOs","3 KOs"
"37724","26","22",3,"12 KOs","15 KOs"
"63623","32","8",6,"15 KOs","0 KOs"
"423800","18","7",0,"5 KOs","3 KOs"
"41683","45","38",18,"7 KOs","3 KOs"
"17900","32","37",6,"9 KOs","10 KOs"
"13823","28","17",4,"24 KOs","4 KOs"
"13946","25","2",3,"15 KOs","0 KOs"
"114087","15","20",3,"10 KOs","6 KOs"
"15625","21","3",0,"10 KOs","0 KOs"
"19074","24","11",3,"16 KOs","6 KOs"
"9153","24","5",1,"13 KOs","5 KOs"
"330516","22","19",7,"8 KOs","7 KOs"
"490126","23","4",0,"12 KOs","3 KOs"
"34643","19","10",3,"9 KOs","2 KOs"
"85629","43","26",13,"13 KOs","9 KOs"
"40710","18","7",3,"9 KOs","0 KOs"
"11211","34","13",0,"20 KOs","8 KOs"
"59344","8","4",0,"3 KOs","3 KOs"
"638463","18","3",0,"14 KOs","2 KOs"
"318900","36","2",1,"23 KOs","2 KOs"
"42216","21","6",0,"7 KOs","0 KOs"
"94899","27","7",2,"16 KOs","3 KOs"
"661494","26","4",0,"16 KOs","1 KOs"
"58135","28","18",10,"4 KOs","2 KOs"
"11841","14","16",5,"10 KOs","6 KOs"
"24649","35","21",4,"6 KOs","5 KOs"
"51669","19","24",6,"9 KOs","7 KOs"
"386389","65","15",3,"10 KOs","4 KOs"
"18380","30","8",1,"24 KOs","7 KOs"
"37674","22","27",3,"5 KOs","4 KOs"
"425605","21","1",1,"15 KOs","1 KOs"
"128084","11","4",3,"8 KOs","3 KOs"
"346997","29","5",1,"19 KOs","2 KOs"
"51914","27","15",8,"7 KOs","2 KOs"
"274760","24","3",1,"8 KOs","2 KOs"
"22271","40","14",5,"10 KOs","3 KOs"
"74273","9","14",7,"4 KOs","6 KOs"
"50677","41","44",28,"12 KOs","2 KOs"
"52254","17","9",1,"4 KOs","4 KOs"
"40493","38","18",17,"21 KOs","7 KOs"
"50982","22","7",6,"10 KOs","3 KOs"
"552122","20","1",0,"14 KOs","1 KOs"
"143143","13","3",0,"1 KOs","0 KOs"
"34633","37","8",2,"34 KOs","2 KOs"
"338402","14","9",0,"4 KOs","4 KOs"
"60772","14","3",3,"5 KOs","0 KOs"
"143575","21","18",5,"7 KOs","1 KOs"
"141858","25","15",3,"7 KOs","9 KOs"
"112673","23","24",1,"11 KOs","9 KOs"
"15968","36","15",7,"8 KOs","3 KOs"
"381730","35","5",2,"26 KOs","4 KOs"
"16200","69","17",5,"34 KOs","4 KOs"
"31710","13","5",1,"6 KOs","2 KOs"
"13120","21","12",1,"9 KOs","2 KOs"
"118491","40","12",5,"17 KOs","3 KOs"
"51367","8","3",0,"3 KOs","2 KOs"
"54727","28","10",4,"13 KOs","0 KOs"
"147126","28","46",8,"5 KOs","13 KOs"
"169089","71","37",14,"12 KOs","9 KOs"
"38489","22","6",2,"11 KOs","1 KOs"
"64125","21","2",3,"11 KOs","1 KOs"
"48715","36","8",5,"12 KOs","2 KOs"
"12619","28","22",3,"9 KOs","6 KOs"
"56155","48","28",8,"11 KOs","4 KOs"
"11216","27","44",5,"1 KOs","13 KOs"
"12070","48","8",1,"33 KOs","4 KOs"
"108888","35","13",4,"14 KOs","4 KOs"
"2899","45","20",4,"30 KOs","16 KOs"
"24728","18","10",0,"10 KOs","5 KOs"
"388019","16","4",1,"6 KOs","1 KOs"
"131408","16","9",2,"11 KOs","6 KOs"
"4545","37","12",0,"15 KOs","1 KOs"
"10444","54","25",15,"12 KOs","11 KOs"
"185167","25","5",0,"9 KOs","1 KOs"
"68888","15","11",2,"10 KOs","6 KOs"
"187029","17","2",1,"9 KOs","2 KOs"
"112050","21","16",2,"3 KOs","9 KOs"
"200899","41","35",10,"12 KOs","9 KOs"
"57891","31","8",0,"3 KOs","3 KOs"
"67434","27","8",1,"6 KOs","4 KOs"
"56034","34","16",8,"2 KOs","4 KOs"
"47147","33","8",0,"10 KOs","2 KOs"
"68021","58","37",39,"4 KOs","5 KOs"
"437194","27","3",2,"12 KOs","0 KOs"
"438085","26","5",1,"7 KOs","2 KOs"
"70396","37","11",5,"13 KOs","1 KOs"
"16168","22","5",2,"15 KOs","3 KOs"
"422855","33","9",1,"18 KOs","5 KOs"
"463993","8","3",0,"4 KOs","0 KOs"
"73552","39","15",8,"1 KOs","9 KOs"
"116179","27","11",15,"7 KOs","7 KOs"
"61840","56","18",16,"24 KOs","6 KOs"
"98089","37","8",6,"15 KOs","2 KOs"
"55222","16","8",1,"3 KOs","0 KOs"
"2546","24","13",4,"7 KOs","3 KOs"
"128642","35","40",5,"20 KOs","4 KOs"
"148722","14","3",4,"3 KOs","2 KOs"
"240230","31","17",3,"1 KOs","5 KOs"
"11652","55","25",3,"45 KOs","14 KOs"
"70579","42","18",2,"6 KOs","4 KOs"
"193164","16","0",0,"11 KOs","0 KOs"
"45016","41","13",3,"20 KOs","4 KOs"
"10951","23","7",0,"13 KOs","2 KOs"
"104707","58","33",19,"20 KOs","6 KOs"
"200683","23","14",3,"7 KOs","1 KOs"
"4718","42","13",3,"36 KOs","8 KOs"
"151574","42","6",7,"21 KOs","0 KOs"
"42192","16","9",1,"3 KOs","3 KOs"
"329790","5","1",1,"2 KOs","1 KOs"
"47559","15","4",3,"4 KOs","2 KOs"
"510822","20","18",3,"1 KOs","1 KOs"
"73316","10","4",1,"5 KOs","1 KOs"
"40733","41","10",7,"3 KOs","2 KOs"
"53002","9","3",0,"5 KOs","2 KOs"
"52432","21","6",1,"16 KOs","3 KOs"
"63626","48","43",3,"14 KOs","2 KOs"
"84982","19","5",1,"16 KOs","4 KOs"
"33760","17","13",1,"6 KOs","4 KOs"
"126678","39","18",2,"13 KOs","12 KOs"
"92490","18","4",2,"11 KOs","3 KOs"
"114319","25","21",1,"2 KOs","2 KOs"
"86890","21","13",6,"18 KOs","4 KOs"
"31354","26","2",3,"11 KOs","1 KOs"
"39566","25","16",2,"10 KOs","4 KOs"
"12290","19","2",1,"18 KOs","2 KOs"
"155699","12","4",1,"7 KOs","1 KOs"
"286179","11","9",2,"1 KOs","1 KOs"
"81810","26","11",3,"17 KOs","5 KOs"
"174658","34","31",7,"13 KOs","3 KOs"
"45433","24","16",6,"8 KOs","6 KOs"
"333548","17","3",1,"2 KOs","1 KOs"
"61506","37","4",1,"19 KOs","2 KOs"
"12835","35","23",7,"8 KOs","8 KOs"
"287893","18","4",1,"7 KOs","0 KOs"
"3474","19","1",2,"17 KOs","0 KOs"
"62899","15","11",1,"8 KOs","4 KOs"
"105420","9","6",0,"4 KOs","1 KOs"
"7690","26","13",3,"18 KOs","4 KOs"
"433872","17","0",0,"12 KOs","0 KOs"
"31861","40","9",4,"17 KOs","1 KOs"
"31336","11","2",0,"9 KOs","0 KOs"
"114863","14","9",2,"6 KOs","2 KOs"
"2598","17","8",2,"11 KOs","2 KOs"
"33005","24","5",4,"9 KOs","1 KOs"
"245788","7","5",0,"3 KOs","1 KOs"
"179025","50","37",17,"8 KOs","10 KOs"
"72193","33","10",1,"18 KOs","3 KOs"
"10650","58","34",6,"20 KOs","20 KOs"
"58958","7","15",1,"3 KOs","1 KOs"
"71000","31","20",4,"23 KOs","4 KOs"
"44061","10","47",3,"5 KOs","8 KOs"
"2516","31","6",0,"24 KOs","5 KOs"
"108158","21","14",5,"1 KOs","6 KOs"
"44136","10","8",0,"8 KOs","4 KOs"
"109942","34","22",3,"5 KOs","5 KOs"
"53292","47","23",6,"30 KOs","2 KOs"
"250751","12","5",1,"4 KOs","2 KOs"
"328148","25","27",9,"11 KOs","9 KOs"
"170370","25","0",1,"17 KOs","0 KOs"
"120093","21","10",3,"12 KOs","5 KOs"
"66460","24","17",2,"11 KOs","0 KOs"
"74962","38","16",17,"11 KOs","4 KOs"
"117061","19","0",1,"11 KOs","0 KOs"
"757295","27","0",0,"17 KOs","0 KOs"
"116267","29","15",13,"19 KOs","6 KOs"
"109929","13","4",3,"7 KOs","4 KOs"
"530951","23","2",1,"11 KOs","1 KOs"
"473571","18","6",1,"11 KOs","4 KOs"
"24169","36","23",5,"13 KOs","3 KOs"
"23266","14","0",0,"11 KOs","0 KOs"
"7904","27","6",0,"11 KOs","2 KOs"
"263023","35","14",8,"12 KOs","3 KOs"
"67442","31","9",0,"21 KOs","2 KOs"
"55948","35","13",20,"9 KOs","6 KOs"
"112249","32","31",7,"3 KOs","11 KOs"
"2175","17","9",5,"14 KOs","5 KOs"
"31420","18","12",1,"9 KOs","7 KOs"
"47239","25","20",2,"11 KOs","8 KOs"
"120316","10","4",1,"9 KOs","4 KOs"
"143401","15","17",1,"0 KOs","2 KOs"
"551036","24","5",1,"15 KOs","0 KOs"
"2940","23","8",0,"9 KOs","6 KOs"
"26926","29","4",0,"18 KOs","4 KOs"
"219880","23","9",5,"4 KOs","2 KOs"
"11590","52","36",10,"5 KOs","8 KOs"
"255375","17","15",6,"4 KOs","1 KOs"
"136867","22","3",0,"10 KOs","2 KOs"
"80371","38","39",14,"4 KOs","6 KOs"
"23704","23","4",1,"16 KOs","3 KOs"
"47280","29","13",2,"8 KOs","4 KOs"
"87131","22","14",2,"13 KOs","8 KOs"
"12409","11","12",1,"9 KOs","3 KOs"
"157790","18","9",3,"9 KOs","0 KOs"
"153595","29","19",11,"4 KOs","4 KOs"
"73193","7","7",3,"2 KOs","2 KOs"
"58115","17","9",9,"5 KOs","0 KOs"
"21875","57","41",9,"27 KOs","29 KOs"
"26432","34","7",12,"13 KOs","1 KOs"
"2355","35","13",3,"15 KOs","2 KOs"
"20888","56","37",12,"6 KOs","9 KOs"
"23229","23","4",0,"14 KOs","0 KOs"
"108921","24","22",5,"14 KOs","12 KOs"
"286522","19","14",5,"6 KOs","3 KOs"
"10219","22","40",14,"1 KOs","6 KOs"
"14816","24","6",0,"12 KOs","2 KOs"
"7642","14","8",0,"9 KOs","4 KOs"
"21621","31","9",1,"9 KOs","2 KOs"
"6184","27","4",3,"20 KOs","3 KOs"
"29883","17","8",0,"5 KOs","5 KOs"
"4407","26","27",11,"14 KOs","5 KOs"
"83321","18","14",5,"10 KOs","4 KOs"
"48848","44","6",0,"15 KOs","0 KOs"
"4595","24","20",0,"10 KOs","7 KOs"
"1959","26","9",1,"17 KOs","5 KOs"
"759462","14","0",0,"10 KOs","0 KOs"
"91127","22","16",2,"5 KOs","5 KOs"
"45761","37","87",5,"19 KOs","29 KOs"
"31552","28","25",2,"8 KOs","7 KOs"
"63456","13","6",0,"1 KOs","2 KOs"
"14133","29","10",0,"17 KOs","3 KOs"
"357135","10","0",0,"5 KOs","0 KOs"
"73451","34","39",4,"23 KOs","14 KOs"
"48156","14","4",1,"10 KOs","0 KOs"
"28112","17","9",1,"6 KOs","4 KOs"
"32320","13","8",4,"5 KOs","5 KOs"
"25592","14","21",0,"4 KOs","6 KOs"
"67163","32","11",6,"12 KOs","5 KOs"
"13372","18","12",4,"15 KOs","4 KOs"
"18053","16","6",0,"10 KOs","4 KOs"
"434878","23","18",5,"15 KOs","1 KOs"
"206999","23","5",3,"9 KOs","2 KOs"
"42326","13","11",3,"8 KOs","3 KOs"
"101192","12","5",3,"4 KOs","0 KOs"
"16159","12","6",2,"3 KOs","2 KOs"
"81430","45","31",17,"4 KOs","3 KOs"
"10974","25","14",7,"19 KOs","10 KOs"
"259780","19","7",0,"4 KOs","0 KOs"
"3490","15","4",0,"9 KOs","2 KOs"
"426300","25","3",0,"6 KOs","0 KOs"
"252817","9","3",1,"3 KOs","0 KOs"
"139711","14","19",4,"4 KOs","4 KOs"
"234307","67","20",9,"26 KOs","5 KOs"
"54328","19","3",0,"18 KOs","3 KOs"
"161077","14","2",4,"7 KOs","2 KOs"
"29615","22","30",3,"8 KOs","9 KOs"
"108923","14","17",13,"2 KOs","3 KOs"
"31053","26","7",1,"19 KOs","4 KOs"
"31846","27","8",1,"17 KOs","2 KOs"
"50350","42","29",7,"20 KOs","6 KOs"
"28803","25","7",1,"17 KOs","4 KOs"
